1080,The Phantom Tollbooth,1995,Off-Broadway,Arnold Black,Sheldon Harnick,Norton Juster and Harnick,,https://en.wikipedia.org/wiki/The_Phantom_Tollbooth
1081,Phi-Phi,1918,French musical,Henri Christiné,Albert Willemetz and Fabien Solar,Willemetz and Solar,,https://en.wikipedia.org/wiki/Phi-Phi
1082,Pickwick,1963,West End,Cyril Ornadel,Leslie Bricusse,Wolf Mankowitz,,https://en.wikipedia.org/wiki/Pickwick_(musical)
1083,Pieces of Eight,1985,Off-West End,Jule Styne,Susan Birkenhead,Michael Stewart and Mark Bramble,,https://en.wikipedia.org/wiki/Pieces_of_Eight_(1985_musical)
1084,Pink Floyd The Wall,1982,Musical film,"Pink Floyd, Bob Ezrin and Michael Kamen","Floyd, Ezrin and Kamen",Roger Waters,,https://en.wikipedia.org/wiki/Pink_Floyd_%E2%80%93_The_Wall
1085,Pinocchio,1940,Musical Animated film,Leigh Harline and Paul J. Smith,Harline and Smith,Various writers,"Notable song: ""When You Wish Upon a Star"".",https://en.wikipedia.org/wiki/Pinocchio_(1940_film)
1086,Pins and Needles,1937,Broadway revue,Harold Rome,Rome,Various writers,,https://en.wikipedia.org/wiki/Pins_and_Needles
1087,Pipe Dream,1955,Broadway,Richard Rodgers,Oscar Hammerstein II,Hammerstein,,https://en.wikipedia.org/wiki/Pipe_Dream_(musical)
1088,Pippin,1972,Broadway,Stephen Schwartz.,Schwartz,Roger O. Hirson,,https://en.wikipedia.org/wiki/Pippin_(musical)
1089,The Pirate Queen,2007,Broadway,Claude-Michel Schönberg,"Alain Boublil and Richard Maltby, Jr.","Schönberg, Boublil and Maltby, Jr.","Notable song: ""Woman"".",https://en.wikipedia.org/wiki/The_Pirate_Queen
1090,The Pirates of Penzance,1879,Fifth Avenue Theatre,Arthur Sullivan,W.S. Gilbert,,"Notable song: ""I am the very model of a modern Major-General"".",https://en.wikipedia.org/wiki/The_Pirates_of_Penzance
1091,Plain and Fancy,1955,Broadway,Albert Hague,Arnold Horwitt,Joseph Stein and Will Glickman,,https://en.wikipedia.org/wiki/Plain_and_Fancy
1092,Platinum,1978,Broadway,Gary William Friedman,Will Holt,Holt and Bruce Vilanch,,https://en.wikipedia.org/wiki/Platinum_(musical)
1093,Play On!,1997,Broadway,Duke Ellington,Various artists,Cheryl West,,https://en.wikipedia.org/wiki/Play_On!
1094,La Plume de Ma Tante,1958,Broadway revue,Gérard Calvi,Ross Parker and Francis Blanche,Robert Dhéry,,https://en.wikipedia.org/wiki/La_Plume_de_Ma_Tante
1095,Pocahontas,1995,Musical Animated film,Alan Menken,Stephen Schwartz,"Carl Binder, Susannah Grant and Philip LaZebnik","Notable song: ""Colors of the Wind"".",https://en.wikipedia.org/wiki/Pocahontas_(1995_film)
1096,Pokmon Live!,2001,US Tour,Unknown,Unknown,Unknown,,https://en.wikipedia.org/wiki/Pok%C3%A9mon_Live!
1097,Poor Little Rich Girl,1936,Musical film,Mack Gordon and Harry Revel,Gordon and Revel,"Sam Hellman, Gladys Lehman and Harry Tugend",,https://en.wikipedia.org/wiki/Poor_Little_Rich_Girl_(1936_film)
1098,Popeye,1980,Musical film,Harry Nilsson and Tom Pierson,Nilsson and Pierson,Jules Feiffer,,https://en.wikipedia.org/wiki/Popeye_(film)
1099,"Porgy and Bess

+ film (1959)

",1935,Broadway,George Gershwin,DuBose Heyward and Ira Gershwin,Heyward,"Notable song: ""Summertime"".",https://en.wikipedia.org/wiki/Porgy_and_Bess
1100,Portofino,1958,Broadway,Louis Bellson and Will Irwin,Richard Ney and Sheldon Harnick,Ney,,https://en.wikipedia.org/wiki/Portofino_(musical)
1101,Pretty Woman: The Musical,2018,Broadway,Bryan Adams and Jim Vallance,Bryan Adams and Jim Vallance,Garry Marshall and J. F. Lawton,,https://en.wikipedia.org/wiki/Pretty_Woman:_The_Musical
1102,Pride and Prejudice,1993,Off-Off-Broadway,Bernard J. Taylor,Taylor,Taylor,,https://en.wikipedia.org/wiki/Pride_and_Prejudice_(musical)
1103,The Prince and the Pauper,2002,Off-Broadway,Neil Berg,Berg,Mark Twain,,https://en.wikipedia.org/wiki/The_Prince_and_the_Pauper
1104,"The Producers

+ film (2005)

",2001,Broadway,Mel Brooks,Brooks,Brooks and Thomas Meehan,"Notable song: ""Springtime for Hitler"".",https://en.wikipedia.org/wiki/The_Producers_(musical)
1105,Promenade,1969,Off-Broadway,Al Carmines,María Irene Fornés,Fornés,,https://en.wikipedia.org/wiki/Promenade_(musical)
1106,"Promises, Promises",1968,Broadway,Burt Bacharach,Hal David,Neil Simon,"Notable song: ""I Say a Little Prayer"".",https://en.wikipedia.org/wiki/Promises _Promises_(musical)
1107,Pump Boys and Dinettes,1982,Broadway,Various artists,Various artists,Various writers,,https://en.wikipedia.org/wiki/Pump_Boys_and_Dinettes
1108,Purlie,1970,Broadway,Gary Geld,Peter Udell,"Ossie Davis, Philip Rose and Udell",,https://en.wikipedia.org/wiki/Purlie
1109,Puteri Gunung Ledang,2006,Malaysian musical,Dick Lee,Adlin Aman Ramlie,"Saw Teong Hin, Zahim Albakri and Ramlie",,https://en.wikipedia.org/wiki/Puteri_Gunung_Ledang_(musical)
1110,Quilters,1984,Broadway,Barbara Damashek,Damashek,Molly Newman and Damashek,,https://en.wikipedia.org/wiki/Quilters_(musical)
1111,Quadrophenia,1996,Off-Broadway,Pete Townshend,Townshend,Townshend,"Notable song: ""Love Reign O'er Me"".",https://en.wikipedia.org/wiki/Quadrophenia_(musical)
1112,The Race to Urga,1969,Workshop,Leonard Bernstein,Stephen Sondheim,John Guare,,https://en.wikipedia.org/wiki/The_Race_to_Urga
1113,Rags,1986,Broadway,Charles Strouse,Stephen Schwartz,Joseph Stein,,https://en.wikipedia.org/wiki/Rags_(musical)
1114,Ragtime,1998,Broadway,Stephen Flaherty,Lynn Ahrens,Terrence McNally,"Notable songs: ""Wheels of a Dream"" and ""Your Daddy's Son"".",https://en.wikipedia.org/wiki/Ragtime_(musical)
1115,Raisin,1973,Broadway,Judd Woldin,Robert Brittan,Robert B. Nemiroff and Charlotte Zaltzberg,,https://en.wikipedia.org/wiki/Raisin_(musical)
1116,Randy Newman's Faust,1995,Off-Broadway,Randy Newman,Newman,Newman,,https://en.wikipedia.org/wiki/Randy_Newman%27s_Faust
1117,Rebecca,2006,Austrian musical,Sylvester Levay,Michael Kunze,Kunze,,https://en.wikipedia.org/wiki/Rebecca_(musical)
1118,"Red, Hot and Blue",1936,Broadway,Cole Porter,Porter,Howard Lindsay and Russel Crouse,Star vehicle for Ethel Merman and Jimmy Durante.,https://en.wikipedia.org/wiki/Red _Hot_and_Blue
1119,Red Pepper,1922,Broadway,Owen Murphy and Albert Gumble,Howard Rogers and Murphy,Edgar Smith and Emily Young,,
1120,The Red Shoes,1993,Broadway,Jule Styne,Marsha Norman and Bob Merrill,Norman,,https://en.wikipedia.org/wiki/The_Red_Shoes_(musical)
1121,"Red, White and Maddox",1969,Broadway,Don Tucker,Tucker,Jay Broad and Tucker,,
1122,Redhead,1959,Broadway,Albert Hague,Dorothy Fields,"Herbert Fields, Sidney Sheldon, David Shaw and Fields",,https://en.wikipedia.org/wiki/Redhead_(musical)
1123,"Reefer Madness

+ film (2005)

",2004,Off-Broadway,Dan Studney,Kevin Murphy,Murphy,,https://en.wikipedia.org/wiki/Reefer_Madness_(musical)
1124,"Rent

+ film (2005)

",1996,Off-Broadway,Jonathan Larson,Larson,Larson,"Notable songs: ""Seasons of Love"", ""La Vie Bohème"" and ""Take Me or Leave Me"".",https://en.wikipedia.org/wiki/Rent_(musical)
1125,Repo! The Genetic Opera,2008,Musical film,Terrance Zdunich and Darren Smith,Zdunich and Smith,Zdunich and Smith,"Notable songs: ""Zydrate Anatomy"", ""Mark it Up"" and ""Seventeen"".",https://en.wikipedia.org/wiki/Repo!_The_Genetic_Opera
1126,Revolution in the Elbow of Ragnar Agnarsson Furniture Painter,2014,Off-Broadway,Ívar Páll Jónsson,Jónsson,Jónsson,,
1127,Rex,1976,Broadway,Richard Rodgers,Sheldon Harnick,Sherman Yellen,,https://en.wikipedia.org/wiki/Rex_(musical)
1128,Return to the Forbidden Planet,1989,West End Jukebox musical,Various artists,Various artists,Bob Carlton,,https://en.wikipedia.org/wiki/Return_to_the_Forbidden_Planet
1129,Riverwind,1962,Off-Broadway,John Jennings,Jennings,Jennings,,
1130,Road Show,2003,Off-Broadway,Stephen Sondheim,Sondheim,John Weidman,Retitled from Bounce,https://en.wikipedia.org/wiki/Road_Show_(musical)
1131,Road to Morocco,1942,Musical film,Jimmy Van Heusen,Johnny Burke,Frank Butler and Don Hartman,,https://en.wikipedia.org/wiki/Road_to_Morocco
1132,Road to Singapore,1940,Musical film,James V. Monaco and Victor Schertzinger,Johnny Burke,"Frank Butler, Don Hartman and Harry Hervey",,https://en.wikipedia.org/wiki/Road_to_Singapore
1133,Road to Utopia,1945,Musical film,Jimmy Van Heusen,Johnny Burke,Melvin Frank and Norman Panama,,https://en.wikipedia.org/wiki/Road_to_Utopia
1134,Road to Zanzibar,1941,Musical film,Jimmy Van Heusen and D. Costa,Johnny Burke and John Howard Payne,"Sy Bartlett, Frank Butler and Don Hartman",,https://en.wikipedia.org/wiki/Road_to_Zanzibar
1135,The Roar of the Greasepaint The Smell of the Crowd,1965,UK Tour,Leslie Bricusse and Anthony Newley,Bricusse and Newley,Bricusse and Newley,,https://en.wikipedia.org/wiki/The_Roar_of_the_Greasepaint_%E2%80%93_The_Smell_of_the_Crowd
1136,The Robber Bridegroom,1975,Broadway,Robert Waldman,Alfred Uhry,Uhry,,https://en.wikipedia.org/wiki/The_Robber_Bridegroom_(musical)
1137,Robert and Elizabeth,1964,West End,Ron Grainer,Ronald Millar,Millar,,https://en.wikipedia.org/wiki/Robert_and_Elizabeth
1138,"Roberta

+ film (1935)

",1933,Broadway,Jerome Kern,Otto Harbach,Harbach,,https://en.wikipedia.org/wiki/Roberta
1139,Rockabye Hamlet,1974,Canadian musical,Cliff Jones,Jones,Jones,,https://en.wikipedia.org/wiki/Rockabye_Hamlet
1140,Rockville,2009,Off-Broadway,Martin Gellner and Werner Stranka,"Gellner, Stranka and Kim Duddy",Duddy,,
1141,Rock 'n Roll Café,2012,Off-Broadway,Bernard J. Taylor,Taylor,Taylor,,
1142,"Rock of Ages

+ film (2012)

",2006,Broadway Jukebox musical,Various artists,Various artists,Chris D'Arienzo,"notable songs: ""juke box hero""",https://en.wikipedia.org/wiki/Rock_of_Ages_(musical)
1143,"The Rocky Horror Show

+ film (1975)

",1973,West End,Richard O'Brien,O'Brien,O'Brien,"Notable songs: ""The Time Warp"" and ""Sweet Transvestite"".",https://en.wikipedia.org/wiki/The_Rocky_Horror_Show
1144,Rocky the Musical,2014,Broadway,Stephen Flaherty,Lynn Ahrens,Thomas Meehan,Based on the film of the same name.,https://en.wikipedia.org/wiki/Rocky_the_Musical
1145,Le Roi Soleil,2005,French musical,Various artists,Lionel Florence and Patrice Guirao,Kamel Ouali,,https://en.wikipedia.org/wiki/Le_Roi_Soleil_(musical)
1146,Romance/Romance,1988,Broadway,Keith Herrmann,Barry Harman,Harman,,https://en.wikipedia.org/wiki/Romance/Romance
1147,Romance in Hard Times,1989,Off-Broadway,William Finn,Finn,Finn,,
1148,"Roméo et Juliette, de la Haine à l'Amour",2001,French musical,Gerard Présgurvic,Présgurvic,Présgurvic,"Notable songs: ""Les Rois du monde"", ""Aimer"" and ""On Dit Dans La Rue"".",https://en.wikipedia.org/wiki/Rom%C3%A9o_et_Juliette _de_la_Haine_%C3%A0_l%27Amour
1149,"Rosalie

+ film (1937)

",1928,Broadway,George Gershwin and Sigmund Romberg,Ira Gershwin and P.G. Wodehouse,William Anthony McGuire and Guy Bolton,Cole Porter composed an almost entirely new score for the film adaptation.,https://en.wikipedia.org/wiki/Rosalie_(musical)
1150,Rose-Marie,1924,Broadway,Rudolf Friml and Herbert Stothart,Otto Harbach and Oscar Hammerstein II,Harbach and Hammerstein,,https://en.wikipedia.org/wiki/Rose-Marie
1151,The Rothschilds,1970,Broadway,Jerry Bock,Sheldon Harnick,Sherman Yellen,,https://en.wikipedia.org/wiki/The_Rothschilds_(musical)
1152,Rover Dangerfield,1991,Musical film,David Newman,Newman,Rodney Dangerfield,,https://en.wikipedia.org/wiki/Rover_Dangerfield
1153,Royal Wedding,1951,Musical film,Burton Lane,Alan Jay Lerner,Lerner,,https://en.wikipedia.org/wiki/Royal_Wedding
1154,A Runaway Girl,1898,West End,Ivan Caryll and Lionel Monckton,Aubrey Hopwood and Harry Greenbank,Seymour Hicks and Harry Nicholls,,https://en.wikipedia.org/wiki/A_Runaway_Girl
1155,Runaways,1978,Broadway,Elizabeth Swados,Swados,Swados,,https://en.wikipedia.org/wiki/Runaways_(musical)
1156,Sadie Thompson,1944,Broadway,Vernon Duke,Howard Dietz,Dietz and Rouben Mamoulian,,
1157,Sail Away,1961,Broadway,Noël Coward,Coward,Coward,,https://en.wikipedia.org/wiki/Sail_Away_(musical)
1158,St. Louis Woman,1946,Broadway,Harold Arlen,Johnny Mercer,Arna Bontemps and Countee Cullen,,https://en.wikipedia.org/wiki/St._Louis_Woman
1159,Salad Days,1954,West End,Julian Slade,Slade and Dorothy Reynolds,Slade and Reynolds,,https://en.wikipedia.org/wiki/Salad_Days_(musical)
1160,Sally,1925,Broadway,Jerome Kern,Clifford Grey,Guy Bolton,,https://en.wikipedia.org/wiki/Sally_(musical)
1161,Saludos Amigos,1942,Musical film,"Charles Wolcott, Edward H. Plumb and Paul J. Smith","Wolcott, Plumb and Smith",Various writers,,https://en.wikipedia.org/wiki/Saludos_Amigos
1162,Salvation,1969,Off-Broadway,Peter Link and C.C. Courtney,Link and Courtney,Link and Courtney,,https://en.wikipedia.org/wiki/Salvation_(musical)
1163,San Francisco,1936,Musical film,Bronislaw Kaper and Walter Jurmann,Gus Kahn,Robert E. Hopkins and Anita Loos,,https://en.wikipedia.org/wiki/San_Francisco_(1936_film)
1164,The Sap of Life,1961,Off-Broadway,David Shire,"Richard Maltby, Jr.","Maltby, Jr.",,
1165,Sarafina!,1988,Broadway,Mbongeni Ngema,Ngema,Ngema,,https://en.wikipedia.org/wiki/Sarafina!_(musical)
1166,Saratoga,1959,Broadway,Harold Arlen,Johnny Mercer,Morton DaCosta,,https://en.wikipedia.org/wiki/Saratoga_(musical)
1167,Saturday Night Fever,2000,Broadway,Bee Gees,Bee Gees,Nan Knighton,,https://en.wikipedia.org/wiki/Saturday_Night_Fever_(musical)
1168,Saucy Jack and the Space Vixens,1995,West End,Jonathan Croose and Robin Forrest,Charlotte Mann and Michael Fidler,Mann and Fidler,,https://en.wikipedia.org/wiki/Saucy_Jack_and_the_Space_Vixens
1169,Saved,2008,Off-Broadway,Michael Friedman,Friedman,John Dempsey and Rinne Groff,,https://en.wikipedia.org/wiki/Saved_(musical)
1170,Say It with Songs,1929,Musical film,Dave Dreyer and Billy Rose,Dreyer and Rose,"Joseph Jackson, Darryl F. Zanuck and Harvey Gates",,https://en.wikipedia.org/wiki/Say_It_with_Songs
1171,Say When,1934,Broadway,Ray Henderson,Ted Koehler,Jack McGowan,,https://en.wikipedia.org/wiki/Say_When_(musical)
1172,"Say, Darling",1958,Broadway,Jule Styne,Betty Comden and Adolph Green,"Abe Burrows, Marian Bissell and Richard Bissell",,https://en.wikipedia.org/wiki/Say _Darling
1173,Scandalous,2012,Broadway,David Pomeranz and David Friedman,Kathie Lee Gifford,Gifford,,https://en.wikipedia.org/wiki/Scandalous:_The_Life_and_Trials_of_Aimee_Semple_McPherson
1174,The Scarlet Pimpernel,1997,Broadway,Frank Wildhorn,Nan Knighton,Knighton,,https://en.wikipedia.org/wiki/The_Scarlet_Pimpernel_(musical)
1175,"School of Rock

+ film (2003)

",2015,Broadway,Andrew Lloyd Webber,Glenn Slater,Julian Fellowes,,https://en.wikipedia.org/wiki/School_of_Rock_(musical)
1176,Schwestern im Geiste,2014,"Neuköllner Oper, Berlin",Thomas Zaufke,Peter Lund,Lund&Zaufke,,https://en.wikipedia.org/wiki/Schwestern_im_Geiste
1177,The Scottsboro Boys,2010,West End,John Kander,Fred Ebb,David Thompson,,https://en.wikipedia.org/wiki/The_Scottsboro_Boys_(musical)
1178,Scrooge,1970,Musical film,Leslie Bricusse,Bricusse,Bricusse,"A musical film adaptation of Charles Dickens' classic 1843 story, A Christmas Carol.",https://en.wikipedia.org/wiki/Scrooge_(1970_film)
1179,Second Chance,2009,French musical,Frédérick Desroches,Stéphane Prémont and Alexandre Martel,"Prémont, Jean-Pierre Cloutier and Joëlle Bourdon",,https://en.wikipedia.org/wiki/Second_Chance_(musical)
1180,The Secret Garden,1991,Broadway,Lucy Simon,Marsha Norman,Norman,,https://en.wikipedia.org/wiki/The_Secret_Garden_(musical)
1181,The Secret Life of Walter Mitty,1964,Off-Broadway,Leon Carr,Carr,Carr,,
1182,See Rock City & Other Destinations,2010,Off-Broadway,Brad Alexander,Adam Mathias,Mathias,,
1183,See What I Wanna See,2005,Off-Broadway,Michael John LaChiusa,LaChiusa,LaChiusa,,https://en.wikipedia.org/wiki/See_What_I_Wanna_See
1184,See You Later,1951,West End,Sandy Wilson,Wilson,Wilson,,
1185,Seesaw,1973,Broadway,Cy Coleman,Dorothy Fields,Michael Bennett,,https://en.wikipedia.org/wiki/Seesaw_(musical)
1186,Sergeant Brue,1904,West End,Liza Lehmann,J. Hickory Wood,Owen Hall,,
1187,Seussical,2000,Broadway,Stephen Flaherty,Lynn Ahrens,Flaherty and Ahrens,Based on the works of Dr. Seuss.,https://en.wikipedia.org/wiki/Seussical
1188,"Seven Brides for Seven Brothers

+ film (1954)

",1982,Broadway,"Gene de Paul, Al Kasha and Joel Hirschhorn","Johnny Mercer, Kasha and Hirschhorn",Lawrence Kasha and David Landay,Based on the 1954 Stanley Donen film of the same name.,https://en.wikipedia.org/wiki/Seven_Brides_for_Seven_Brothers_(musical)
1189,Sgt. Pepper's Lonely Hearts Club Band,1978,Musical film,The Beatles,The Beatles,Henry Edwards,,https://en.wikipedia.org/wiki/Sgt._Pepper%27s_Lonely_Hearts_Club_Band_(film)
1190,Shangri-La,1956,Broadway,Harry Warren,"James Hilton, Jerome Lawrence and Robert E. Lee","Hilton, Lawrence and Lee",,https://en.wikipedia.org/wiki/Shangri-La_(musical)
1191,She Loves Me,1963,Broadway,Jerry Bock,Sheldon Harnick,Joe Masteroff,,https://en.wikipedia.org/wiki/She_Loves_Me
1192,Shenandoah,1975,Broadway,Gary Geld,Peter Udell,"Udell, James Lee Barrett and Philip Rose",,https://en.wikipedia.org/wiki/Shenandoah_(musical)
1193,Shinbone Alley,1957,Broadway,George Kleinsinger,Joe Darion,Darion and Mel Brooks,Also performed as archy & mehitabel.,https://en.wikipedia.org/wiki/Shinbone_Alley
1194,Shock Treatment,1981,Musical film,Richard Hartley and Richard O'Brien,O'Brien,Jim Sharman and O'Brien,,https://en.wikipedia.org/wiki/Shock_Treatment
1195,Shockheaded Peter,1998,Off-West End,"Adrian Huge, Martyn Jacques and Adrian Stout",Jacques,"Julian Bleach, Anthony Cairns, Graeme Gilmour and Tamzin Griffin",,https://en.wikipedia.org/wiki/Shockheaded_Peter_(musical)
1196,Show Boat,1927,Broadway,Jerome Kern,Oscar Hammerstein II and P. G. Wodehouse,Hammerstein II,"Notable songs: ""Ol' Man River"", ""Bill"", ""Can't Help Lovin' Dat Man"".",https://en.wikipedia.org/wiki/Show_Boat
1197,Showtune,2003,Off-Broadway revue,Jerry Herman,Herman,Paul Gilger,"Premiered in San Francisco in 1985 as ""Tune the Grand Up"", with subsequent productions in London in 1998 as ""The Best of Times"".",https://en.wikipedia.org/wiki/Showtune_(musical)
1198,Shrek the Musical,2009,Broadway,Jeanine Tesori,David Lindsay-Abaire,Lindsay-Abaire,"Notable songs: ""Freak Flag"" and ""I Think I Got You Beat"".",https://en.wikipedia.org/wiki/Shrek_the_Musical
1199,Side by Side by Sondheim,1976,West End revue,"Stephen Sondheim, Leonard Bernstein, Mary Rodgers, Richard Rodgers and Jule Styne",Sondheim,N/A,,https://en.wikipedia.org/wiki/Side_by_Side_by_Sondheim
1200,Side Show,1997,Broadway,Henry Krieger,Bill Russell,Russell,,https://en.wikipedia.org/wiki/Side_Show
1201,"Silk Stockings

+ film (1957)

",1955,Broadway,Cole Porter,Porter,"George S. Kaufman, Leueen MacGrath and Abe Burrows",,https://en.wikipedia.org/wiki/Silk_Stockings
1202,Sing,1989,Musical film,Jay Gruska,Gruska and Dean Pitchford,Pitchford,,https://en.wikipedia.org/wiki/Sing_(1989_film)
1203,Sing,2016,Musical film,Joby Talbot,Various,N/A,,https://en.wikipedia.org/wiki/Sing_(2016_American_film)
1204,Sing As We Go,1934,Musical film,Ernest Irving,Irving,Gordon Wellesley and J. B. Priestley,,https://en.wikipedia.org/wiki/Sing_As_We_Go
1205,"Singin' in the Rain

+ film (1952)

",1983,West End,Nacio Herb Brown,Arthur Freed,Betty Comden and Adolph Green,"Adapted from the 1952 movie of the same name, the plot closely adheres to the original. Notable songs: ""Singin' in the Rain"" and ""Make 'Em Laugh"".",https://en.wikipedia.org/wiki/Singin%27_in_the_Rain_(musical)
1206,Sister Act,2009,West End,Alan Menken,Glenn Slater,Bill and Cheri Steinkellner,,https://en.wikipedia.org/wiki/Sister_Act_(musical)
1207,Skyscraper,1965,Broadway,Jimmy Van Heusen,Sammy Cahn,Peter Stone,,https://en.wikipedia.org/wiki/Skyscraper_(musical)
1208,Sleeping Beauty,1959,Musical Animated film,George Bruns,Bruns,Erdman Penner,"Notable song: ""Once Upon a Dream"".",https://en.wikipedia.org/wiki/Sleeping_Beauty_(1959_film)
1209,The Slipper and the Rose,2001,Off-West End,Richard M. Sherman and Robert B. Sherman,Angela Morley,Morley,Retelling of the classic fairy tale of Cinderella.,https://en.wikipedia.org/wiki/The_Slipper_and_the_Rose_(musical)
1210,Smike,1973,Musical film,Roger Holman and Simon May,Holman and May,May and Clive Barnett,Adaptation of Nicholas Nickleby.,https://en.wikipedia.org/wiki/Smike
1211,Smile,1986,Broadway,Marvin Hamlisch,Howard Ashman,Ashman,,https://en.wikipedia.org/wiki/Smile_(musical)
1212,Smiling the Boy Fell Dead,1961,Off-Broadway,David Baker,Sheldon Harnick,Ira Wallach,,
1213,Smoke on the Mountain,1988,Off-Broadway,Connie Ray,Ray,Ray,,https://en.wikipedia.org/wiki/Smoke_on_the_Mountain
1214,Smokey Joe's Cafe,1995,Broadway revue,Jerry Leiber and Mike Stoller,Leiber and Stoller,N/A,,https://en.wikipedia.org/wiki/Smokey_Joe%27s_Cafe
1215,Snoopy! The Musical,1975,Off-Broadway,Larry Grossman,Hal Hackady,"Warren Lockhart, Arthur Whitelaw and Michael Grace",,https://en.wikipedia.org/wiki/Snoopy!_The_Musical
1216,"Snoopy, Come Home",1972,Musical film,Richard M. Sherman and Robert B. Sherman,Sherman and Sherman,Charles M. Schulz,,https://en.wikipedia.org/wiki/Snoopy _Come_Home
1217,Snow White and the Seven Dwarfs,1937,Musical film,Frank Churchill,Larry Morey,Various writers,"Notable songs: ""Someday My Prince Will Come"", ""Whistle While You Work"" and ""Heigh-Ho"".",https://en.wikipedia.org/wiki/Snow_White_and_the_Seven_Dwarfs_(1937_film)
1218,Snow.Wolf.Lake,1997,Chinese musical,"Guo Sai Cheung, Dick Lee, Iskandar Ismail and Lam Ming Yeung","Lam, Jang Keung, Albert Leung, Choo, Sin Man and Jacky Cheung",Cheung,,https://en.wikipedia.org/wiki/Snow.Wolf.Lake
1219,Soho Cinders,2011,British Musical,George Stiles,Anthony Drewe,Drewe and Elliot Davis,,https://en.wikipedia.org/wiki/Soho_Cinders
1220,Someone Like You,1989,West End,Petula Clark,Dee Shipman,Robin Midgley and Fay Weldon,,https://en.wikipedia.org/wiki/Someone_like_You_(musical)
1221,Something Rotten!,2015,Broadway,Wayne Kirkpatrick and Karey Kirkpatrick,Wayne Kirkpatrick and Karey Kirkpatrick,Karey Kirkpatrick and John O'Farrell,,https://en.wikipedia.org/wiki/Something_Rotten!
1222,Song and Dance,1982,West End,Andrew Lloyd Webber,"Don Black and Richard Maltby, Jr.",Lloyd Webber,"Notable songs: ""Unexpected Song"" and ""Tell Me on a Sunday"".",https://en.wikipedia.org/wiki/Song_and_Dance
1223,Song of Norway,1944,Broadway,Edvard Grieg,Robert Wright and George Forrest,Milton Lazarus and Homer Curran,,https://en.wikipedia.org/wiki/Song_of_Norway
1224,Songs for a New World,1995,Off-Broadway,Jason Robert Brown,Brown,Brown,,https://en.wikipedia.org/wiki/Songs_for_a_New_World
1225,Some Like It Hot,1962,Musical film,Various artists,Various artists,Billy Wilder and I. A. L. Diamond,,https://en.wikipedia.org/wiki/Some_Like_It_Hot
1226,Sophisticated Ladies,1981,Broadway,Duke Ellington,Various artists,Donald McKayle,,https://en.wikipedia.org/wiki/Sophisticated_Ladies
1227,Soul Men,2008,Musical film,Stanley Clarke,Clarke,Robert Ramsey and Matthew Stone,,https://en.wikipedia.org/wiki/Soul_Men
1228,Soul Sister,2012,West End,Various,Various,John Miller and Pete Brooks,Featuring the songs of Tina Turner,https://en.wikipedia.org/wiki/Soul_Sister_(musical)
1229,"The Sound of Music

+ film (1965)

",1959,Broadway,Richard Rodgers,Oscar Hammerstein II,Howard Lindsay and Russel Crouse,"Notable songs: ""Do-Re-Mi"", ""Climb Ev'ry Mountain"", ""The Sound of Music"" and ""My Favorite Things"".",https://en.wikipedia.org/wiki/The_Sound_of_Music
1230,"South Pacific

+ film (1958)

",1949,Broadway,Richard Rodgers,Oscar Hammerstein II,Hammerstein II and Joshua Logan,"Notable songs: ""Bali Ha'i"", ""Some Enchanted Evening"", ""Younger Than Springtime"" and ""Happy Talk"".",https://en.wikipedia.org/wiki/South_Pacific_(musical)
1231,"South Park: Bigger, Longer & Uncut",1999,Musical Animated film,Trey Parker and Marc Shaiman,Parker and Shaiman,"Parker, Matt Stone and Pam Brady","Notable songs: ""Blame Canada"", ""Uncle Fucker"", ""It's Easy, Mmkay"" and ""Kyle's Mom is a Big, Fat, Bitch"".",https://en.wikipedia.org/wiki/South_Park:_Bigger _Longer_%26_Uncut
1232,Spamalot,2005,Broadway,"John Du Prez, Eric Idle and Neil Innes",Idle,Idle,"Notable songs: ""Always Look on the Bright Side of Life"" and ""The Song That Goes Like This"".",https://en.wikipedia.org/wiki/Spamalot
1233,Spectacular!,2009,Musical film,Various artists,Various artists,Jim Kreig,,https://en.wikipedia.org/wiki/Spectacular!
1234,Spider-Man: Turn Off the Dark,2010,Broadway,"Bono, The Edge","Bono, The Edge","Julie Taymor, Glen Berger, and Roberto Aguirre-Sacasa",,https://en.wikipedia.org/wiki/Spider-Man:_Turn_Off_the_Dark
1235,The Spitfire Grill,2001,Off-Broadway,James Valcq,Fred Alley,Valcq and Alley,,https://en.wikipedia.org/wiki/The_Spitfire_Grill_(musical)
1236,Spring Awakening,2006,Broadway,Duncan Sheik,Steven Sater,Sater,"Notables songs: ""Mama Who Bore Me"", ""The Bitch of Living"" and ""The Song of Purple Summer"".",https://en.wikipedia.org/wiki/Spring_Awakening_(musical)
1237,Starlight Express,1984,West End,Andrew Lloyd Webber,Richard Stilgoe,Lloyd Webber and Stilgoe,"Notable songs: ""U.N.C.O.U.P.L.E.D."", ""Starlight Express"" and ""Light at the End of the Tunnel"".",https://en.wikipedia.org/wiki/Starlight_Express
1238,Starmania,1976,French musical,Michel Berger,Luc Plamondon,Plamondon,,https://en.wikipedia.org/wiki/Starmania_(musical)
1239,Starmites,1989,Broadway,Barry Keating,Keating,Stuart Ross and Keating,,https://en.wikipedia.org/wiki/Starmites
